ID;IdCliente;FechaRecepcion;IdTipoEquipo;RAM;PlacaMadre;MarcaModelo;Microprocesador;Almacenamiento;UnidadOptica;Alimentacion;Adicionales;NumSerie;IdTipoServicio;Descripcion;CostoRepuestos;CostoTerceros;CostoCG;CostoTotal;FechaDevolucion;Ganancia;Estado
13;21;29 sep. 2018 00:00:00;1;-;-;Genérico Negro;-;-;-;-;-;-;3;Limpieza de suciedad interna incluyendo componentes. Colocación de grasa siliconada nueva en GPU y CPU. Verificación de voltaje de pila.;0.0000;0.0000;500.0000;500.0000;29 sep. 2018 00:00:00;500.0000;True;
14;53;8 oct. 2018 00:00:00;3;-;-;Lenovo T410;-;-;-;-;-;-;3;Cambio de placa madre.;0.0000;1200.0000;300.0000;1500.0000;16 nov. 2018 00:00:00;300.0000;True;
15;29;18 oct. 2018 00:00:00;1;-;-;Sentey Furious GS-6062;-;-;-;-;-;-;3;Restauración de sistema al punto antes de la actualización.;0.0000;0.0000;200.0000;200.0000;18 oct. 2018 00:00:00;200.0000;True;
16;12;2 nov. 2018 00:00:00;3;-;-;Compaq Presario CQ42;-;-;-;-;-;-;3;Reparación de placa de encendido y reseteo de BIOS. Cambio de grasa siliconada y verificiación pila CR2032 (2,84v). Formateo (win7 ultimate 32 bits).;0.0000;1100.0000;900.0000;2000.0000;22 dic. 2018 00:00:00;900.0000;True;
17;33;3 nov. 2018 00:00:00;1;-;-;Super Power;-;-;-;-;-;-;3;Cambio de fuente, cambio de pila de mother y limpieza de suciedad interna.;699.0000;0.0000;250.0000;949.0000;5 nov. 2018 00:00:00;250.0000;True;
18;20;3 feb. 2019 00:00:00;11;-;-;Kit DVR + 4 Cam HIK VISION;-;-;-;-;-;-;2;Instalación completa;1000.0000;0.0000;2500.0000;3500.0000;3 feb. 2019 00:00:00;2500.0000;True;
19;51;6 feb. 2019 00:00:00;3;-;-;Asus S510u;-;-;-;-;-;-;3;Cambio de display y flex.;4172.0000;0.0000;828.0000;5000.0000;11 feb. 2019 00:00:00;828.0000;True;
20;58;15 may. 2019 00:00:00;4;-;-;Acer Aspire One D255;-;-;-;-;-;-;3;Cambio de display - Chequeo general - Limpieza de sofware;0.0000;2790.0000;1010.0000;3800.0000;31 may. 2019 00:00:00;1010.0000;True;
21;58;15 may. 2019 00:00:00;3;-;-;HP Pavilion Dv5;-;-;-;-;-;-;3;Cambio de diplay - Chequeo general - Limpieza de software;0.0000;4000.0000;1100.0000;5100.0000;31 may. 2019 00:00:00;1100.0000;True;
22;19;1 jun. 2019 00:00:00;11;-;-;Cámaras;-;-;-;-;-;-;2;Cambio de lugar de una cámara previamente ya instalada.;1780.0000;0.0000;2250.0000;4030.0000;1 jun. 2019 00:00:00;2250.0000;True;
23;19;8 jul. 2019 00:00:00;11;-;-;Cámaras;-;-;-;-;-;-;2;Re-cableado de una cámara. Cambio de DVR viejo por uno nuevo Hik-Vision 8ch. Configuración de vista remota.;6300.0000;0.0000;1500.0000;7800.0000;8 jul. 2019 00:00:00;1500.0000;True;
24;33;16 jul. 2019 00:00:00;1;-;-;Mustiff;-;-;-;-;-;-;3;No da video. Suciedad interna. Micro pegado a disipador.;0.0000;0.0000;0.0000;0.0000;19 jul. 2019 00:00:00;0.0000;True;
25;33;19 jul. 2019 00:00:00;1;-;-;AMD Sempron;-;-;-;-;-;-;3;No carga sistema operativo. Suciedad interna. Formateo con backup Win XP SP3;0.0000;0.0000;600.0000;600.0000;19 jul. 2019 00:00:00;600.0000;True;
26;44;27 jul. 2019 00:00:00;11;-;-;Cámaras;-;-;-;-;-;-;2;Se cablearon 4 cámaras, pero por pedido del cliente solo se instalaron 2.;1480.0000;0.0000;1750.0000;3230.0000;27 jul. 2019 00:00:00;1750.0000;True;
27;44;27 jul. 2019 00:00:00;11;-;-;Cámaras;-;-;-;-;-;-;2;Se instalaron dos jaulas en las dos cámaras de la vereda. Se cambió DVR viejo por uno nuevo y se configuró la vista remota.;3800.0000;0.0000;550.0000;4350.0000;27 jul. 2019 00:00:00;550.0000;True;
28;44;12 ago. 2019 00:00:00;3;-;-;Sin datos;-;-;-;-;-;-;3;Desinstalación de aplicaciones inecesarias, limpieza de caché y archivos temporales, y revisión general.;0.0000;0.0000;300.0000;300.0000;12 ago. 2019 00:00:00;300.0000;True;
29;52;17 ago. 2019 00:00:00;1;-;-;Sentey;-;-;-;-;-;-;3;Limpieza de suciedad interna. Cambio de pasta térmica. Emprolijamiento de conexiones y cables.;0.0000;0.0000;500.0000;500.0000;20 ago. 2019 00:00:00;500.0000;True;
30;1;4 sep. 2019 00:00:00;10;-;-;Sony Play Station 3;-;-;-;-;-;-;3;Falla en mother que originó falla en unidad de DVD / lente;0.0000;3500.0000;500.0000;4000.0000;2 nov. 2019 00:00:00;500.0000;True;
31;21;9 nov. 2019 00:00:00;1;-;-;Over Case;-;-;-;-;-;-;3;Formateo con backup (windows 7 ultimate x64) y limpieza interna general.;0.0000;0.0000;600.0000;600.0000;9 nov. 2019 00:00:00;600.0000;True;
32;33;19 nov. 2019 00:00:00;1;-;-;Super Power;-;-;-;-;-;-;3;Suciedad en cable de boton power - Pantalla azul (error ACPI BIOS) - suciedad interna;0.0000;0.0000;300.0000;300.0000;19 nov. 2019 00:00:00;300.0000;True;
33;55;24 nov. 2019 00:00:00;1;-;-;Sentey;-;-;-;-;-;-;3;Limpieza general. Cambio de pasta térmica, cambio de pila HMI, cambio de ficha de cooler de tapa izquierda.;0.0000;0.0000;400.0000;400.0000;24 nov. 2020 00:00:00;400.0000;True;
34;45;3 feb. 2020 00:00:00;1;-;-;Sentey X10;-;-;-;-;-;-;3;Instalación de windows 10 pro x64 y software básico.;0.0000;0.0000;600.0000;600.0000;4 feb. 2020 00:00:00;600.0000;True;
35;4;8 feb. 2020 00:00:00;1;-;-;Data Vision;-;-;-;-;-;-;3;Limpieza general. Cambio de fuente (LNZ 550w), pasta térmica, instalación de Win7 Ult. x32).;1205.0000;0.0000;1155.0000;2360.0000;10 feb. 2020 00:00:00;1155.0000;True;
36;44;21 feb. 2020 00:00:00;11;-;-;Cámaras;-;-;-;-;-;-;2;Se cambió una cámara vieja por una nueva Hik-Vision 2Mpx Metal.;1400.0000;0.0000;500.0000;1900.0000;21 feb. 2020 00:00:00;500.0000;True;
37;36;12 mar. 2020 00:00:00;3;-;-;Admiral FU43N;-;-;-;-;-;-;3;Se tuvo que reconfigurar la BIOS, ya que se reseteó debido a un corte de luz.;0.0000;0.0000;300.0000;300.0000;12 mar. 2020 00:00:00;300.0000;True;
38;3;10 abr. 2020 00:00:00;1;-;-;Kelly;-;-;-;-;-;-;3;Cambio de Placa madre por otra igual nueva. Limpieza general y chequeo de voltaje de pila (3,06v). Formateo (windows 10 pro x64) con backup. Reparación de lectograbadora CD/DVD.;2660.0000;0.0000;300.0000;2960.0000;25 abr. 2020 00:00:00;300.0000;True;
39;56;25 abr. 2020 00:00:00;7;-;-;LED JVC 24" LT-24DR530;-;-;-;-;-;-;3;Reparación de placa MAIN por corto en la misma;0.0000;1900.0000;800.0000;2700.0000;1 may. 2020 00:00:00;800.0000;True;
40;40;25 abr. 2020 00:00:00;3;-;-;Toshiba Satellite L745-SP4201A;-;-;-;-;-;-;3;Cambio de HDD por SSD. Instalacion de SO win10 pro x64. Cambio de teclado por nuevo. Cambio de pila de MB.;1445.0000;0.0000;500.0000;1945.0000;2 may. 2020 00:00:00;500.0000;True;
41;32;2 may. 2020 00:00:00;9;-;-;iPhone 6 A1549;-;-;-;-;-;-;3;Reparación de placa madre y cambio de batería;2649.0000;0.0000;1351.0000;4000.0000;5 may. 2020 00:00:00;1351.0000;True;
42;28;20 may. 2020 00:00:00;1;-;-;Genérico;-;-;-;-;-;-;3;Formateo Win7 x64;0.0000;0.0000;500.0000;500.0000;30 may. 2020 00:00:00;500.0000;True;
43;28;20 may. 2020 00:00:00;3;-;-;Acer;-;-;-;-;-;-;3;Cambio de teclado y Formateo Win10 x64;1625.0000;0.0000;1000.0000;2625.0000;30 may. 2020 00:00:00;1000.0000;True;
44;28;20 may. 2020 00:00:00;5;-;-;Genérica 7";-;-;-;-;-;-;3;Intercambio de partes internas con otra tablet que entro sin funcionar;0.0000;0.0000;500.0000;500.0000;30 may. 2020 00:00:00;500.0000;True;
45;33;26 may. 2020 00:00:00;1;-;-;Genérico;-;-;-;-;-;-;1;Armado e instalación de componentes y sistema operativo.;0.0000;0.0000;1000.0000;1000.0000;29 may. 2020 00:00:00;1000.0000;True;
46;54;26 may. 2020 00:00:00;1;-;-;Cirkuit Planet;-;-;-;-;-;-;1;Armado e instalación de componentes y sistema operativo.;0.0000;0.0000;1000.0000;1000.0000;29 may. 2020 00:00:00;1000.0000;True;
47;48;4 jun. 2020 00:00:00;4;-;-;Coradir CDR Class G5;-;-;-;-;-;-;3;Cambio de MB (desbloqueo de BIOS) y cambio de pila de MB.;1350.0000;0.0000;950.0000;2300.0000;6 jun. 2020 00:00:00;950.0000;True;
48;57;18 jun. 2020 00:00:00;1;-;-;Kellyx;-;-;-;-;-;-;3;Limpieza interna. Cambio de fuente y boton power. Agregado de 1Gb RAM DDR2. Formateo con backup (win7 ult. X64).;1850.0000;0.0000;3650.0000;5500.0000;30 jun. 2020 00:00:00;3650.0000;True;
49;28;20 jun. 2020 00:00:00;3;-;-;RCA A4 3145B;-;-;-;-;-;-;3;Cambio de teclado y Formateo Win10 x64;4200.0000;150.0000;2100.0000;6450.0000;30 may. 2020 00:00:00;2100.0000;True;
50;42;20 jul. 2020 00:00:00;3;-;-;Commodore;-;-;-;-;-;-;3;Formateo sin backup (Win 7 ult. X64). Cambio de pila de MB. Limpieza interna y externa. Cambio de grasa disipadora.;0.0000;0.0000;1000.0000;1000.0000;26 jul. 2020 00:00:00;1000.0000;True;
51;39;20 jul. 2020 00:00:00;3;-;-;Lenovo G450;-;-;-;-;-;-;3;Cambio de parlantes. Formateo con backup (win7 ult. X64). Limpieza interna y externa. Cambio de grasa disipadora.;970.0000;0.0000;2830.0000;3800.0000;30 jul. 2020 00:00:00;2830.0000;True;
52;23;27 jul. 2020 00:00:00;9;-;-;Motorola Moto G6;-;-;-;-;-;-;3;Reparación de parlante / auricular;0.0000;1200.0000;600.0000;1800.0000;30 jul. 2020 00:00:00;600.0000;True;
53;50;28 jul. 2020 00:00:00;3;-;-;Toshiba Satellite L755;-;-;-;-;-;-;3;Formateo sin backup (win7 ult. X64). Limpieza interna y externa.;0.0000;0.0000;1000.0000;1000.0000;30 jul. 2020 00:00:00;1000.0000;True;
54;41;23 ago. 2020 00:00:00;3;-;-;Lenovo G50-30;-;-;-;-;-;-;3;Formateo con backup (windows 10 pro x64), e instalación de porgramas básicos. Limpieza externa.;0.0000;0.0000;1200.0000;1200.0000;24 ago. 2020 00:00:00;1200.0000;True;
55;16;30 ago. 2020 00:00:00;6;-;-;Epson TX220;-;-;-;-;-;-;3;Cabezal de impresión muy tapado. Unidad de limpieza muy tapada. Suciedad interna pegada.;0.0000;3540.0000;700.0000;4240.0000;12 sep. 2020 00:00:00;700.0000;True;
56;10;2 sep. 2020 00:00:00;9;-;-;Samsung Galaxy J7 Neo;-;-;-;-;-;-;3;Reparación de boton Power (se soldo el boton a la placa main);0.0000;2000.0000;700.0000;2700.0000;4 sep. 2020 00:00:00;700.0000;True;
57;56;11 sep. 2020 00:00:00;9;-;-;Motorola Moto G7 Play;-;-;-;-;-;-;3;Cambio de modulo.;0.0000;6300.0000;700.0000;7000.0000;12 sep. 2020 00:00:00;700.0000;True;
58;7;12 sep. 2020 00:00:00;3;-;-;Samsung NP300E5C;-;-;-;-;-;-;3;Formateo sin backup (win7 ult. X64). Cambio de pila de placa madre. Limpieza externa.;0.0000;0.0000;4000.0000;4000.0000;17 sep. 2020 00:00:00;4000.0000;True;
59;23;13 sep. 2020 00:00:00;3;-;-;Samsung RV511;-;-;-;-;-;-;3;Formateo con backup y limpieza externa.;0.0000;0.0000;1000.0000;1000.0000;16 sep. 2020 00:00:00;1000.0000;True;
60;20;14 sep. 2020 00:00:00;5;-;-;Coradir +Simple C01;-;-;-;-;-;-;3;Se reconfiguro aplicación de inicio predeterminada y se cambió el vidrio táctil por uno nuevo.;2770.0000;0.0000;700.0000;3470.0000;19 sep. 2020 00:00:00;700.0000;True;
61;37;15 sep. 2020 00:00:00;5;-;-;Asus K01A;-;-;-;-;-;-;3;Se reparó corto en placa madre y se reemplazo el pin de carga.;1000.0000;0.0000;800.0000;1800.0000;21 sep. 2020 00:00:00;800.0000;True;
62;46;17 sep. 2020 00:00:00;1;8Gb DDR4 1266Mhz Kingston HyperX;Asus prime A320M-K;Gabinete genérico negro;AMD Ryzen 3 3200G 3.6Ghz con gráficos Radeon Vega ;SSD Kingston 240Gb;No tiene;Fuente GameMax VP-500 500W;-;-;1;Armado e instalación de componentes y sistema operativo. (Gabinete sin tapa lateral izquierda).;0.0000;0.0000;2000.0000;2000.0000;18 sep. 2020 00:00:00;2000.0000;True;
63;21;20 sep. 2020 00:00:00;1;-;-;Over Case Negro;-;-;-;-;-;-;3;Agregado de SSD 120Gb y 2 coolers fan 120mm. También se instaló Win 10 pro x64 en el SSD.;3226.0000;0.0000;1500.0000;4726.0000;24 sep. 2020 00:00:00;1500.0000;True;
64;6;21 sep. 2020 00:00:00;3;-;-;Dell Inspiron 13-7353;-;-;-;-;-;-;3;Cambio de batería interna por nueva. Formateo con backup (win10 pro x64).;13359.0000;0.0000;1800.0000;15159.0000;23 sep. 2020 00:00:00;1800.0000;True;
65;43;1 oct. 2020 00:00:00;3;-;-;Bangho Max G5;-;-;-;-;-;-;3;Instalación de paquete Office 2016 x64, Photoshop CS3 y Corel Draw. Optimización de inicio.;0.0000;0.0000;500.0000;500.0000;2 oct. 2020 00:00:00;500.0000;True;
66;38;10 oct. 2020 00:00:00;11;-;-;Cámaras;-;-;-;-;-;-;2;Se instaló un DVR nuevo HIK-VISION DS7208HQ y se quitó un DVR viejo. También se registro una nueva cuenta HIK-VISION.;6500.0000;0.0000;2000.0000;8500.0000;10 oct. 2020 00:00:00;2000.0000;True;
67;38;10 oct. 2020 00:00:00;1;2Gb DDR2 SuperTalent (2 x 1Gb);Gigabyte GA-G31M-S2C;Gabinete Sentey negro;Intel Pentium Dual-Core E5200 2.5Ghz;SSD 120Gb Kingston + HDD Sata WD 300Gb;Lectograbadora CD/DVD;Fuente LNZ XS550-PS 550W;HDD IDE (sin funcionar);-;3;Se agregó un disco SSD Kingston 120Gb. Formateo con backup y limpieza interna y externa.;2230.0000;0.0000;2000.0000;4230.0000;17 oct. 2020 00:00:00;2000.0000;True;
68;17;24 oct. 2020 00:00:00;3;-;-;Acer Aspire ES1-532G;-;-;-;-;-;-;3;Formateo con backup (Win10 Pro x64). Y limpieza interna y externa. Se configuró la BIOS en modo "LEGACY".;0.0000;0.0000;2000.0000;2000.0000;25 oct. 2020 00:00:00;2000.0000;True;
69;6;26 oct. 2020 00:00:00;3;-;-;Dell Inspiron 13-7353;-;-;-;-;-;-;3;Se detecto cargador en corto que no carga bateria. Se compro un cargador nuevo.;3700.0000;0.0000;0.0000;3700.0000;4 nov. 2020 00:00:00;0.0000;True;
70;6;3 nov. 2020 00:00:00;3;-;-;Asus N501JW;-;-;-;-;-;-;3;Se realizó un formateo con backup y se instalo windows 10 pro x64 y programas basicos.;0.0000;0.0000;2000.0000;2000.0000;4 nov. 2020 00:00:00;2000.0000;True;
71;42;10 ene. 2021 00:00:00;3;-;-;Commodore;-;-;-;-;-;-;3;Se reparó configuración de inicio de sistema operativo.;0.0000;0.0000;1000.0000;1000.0000;15 mar. 2021 00:00:00;1000.0000;True;
72;38;13 ene. 2021 00:00:00;1;-;-;Sentey;-;-;-;-;-;-;3;Se realizó un cambio de placa madre y  una limpieza interna y externa.;5500.0000;0.0000;1000.0000;6500.0000;15 ene. 2021 00:00:00;1000.0000;True;
73;1;18 ene. 2021 00:00:00;9;-;-;Samsung J6;-;-;-;-;-;-;3;Se realizó un cambio de micrófono.;0.0000;3500.0000;500.0000;4000.0000;19 ene. 2021 00:00:00;500.0000;True;
74;31;18 ene. 2021 00:00:00;3;-;-;HP G42;-;-;-;-;-;-;3;Cambio de teclado.;2620.0000;0.0000;680.0000;3300.0000;2 feb. 2021 00:00:00;680.0000;True;
75;31;18 ene. 2021 00:00:00;5;-;-;Samsung Tab S T800;-;-;-;-;-;-;3;Cambio de display y touchscreen.;2500.0000;0.0000;1000.0000;3500.0000;2 feb. 2021 00:00:00;1000.0000;True;
76;33;6 feb. 2021 00:00:00;10;-;-;Sony Play Station 3;-;-;-;-;-;-;3;Cambio de módulo de WiFi / Bluetooth e instalación de sistema operativo.;0.0000;5000.0000;1000.0000;6000.0000;11 feb. 2021 00:00:00;1000.0000;True;
77;27;3 mar. 2021 00:00:00;9;-;-;Iphone X;-;-;-;-;-;-;3;Limpieza de auricular, cambio de speaker y cambio de modulo. Colocación de film hidrogel.;15320.0000;0.0000;5000.0000;20320.0000;6 mar. 2021 00:00:00;5000.0000;True;
78;9;3 mar. 2021 00:00:00;3;-;-;Lenovo G470;-;-;-;-;-;-;3;Se cambió flex de pantalla. Se repararon bisagras de pantalla. Se realizó una limpieza interna.;2500.0000;0.0000;1500.0000;4000.0000;19 mar. 2021 00:00:00;1500.0000;True;
79;34;5 mar. 2021 00:00:00;3;4Gb DDR3 1600Mhz;Bangho;Bangho Max G5 i1;Intel Celeron N3350 1.10Ghz;SSD Kingston 240Gb Sata;-;Batería;Cargador;NKN250PU007G00288;3;Formateo sin backup (wWin 10 pro).;0.0000;0.0000;1500.0000;1500.0000;5 mar. 2021 00:00:00;1500.0000;True;
80;34;5 mar. 2021 00:00:00;2;4Gb DDR3 1333Mhz;Bangho;Bangho E2120;Intel Pentium G3250 3.20Ghz c/ gráficos integrados;HDD Toshiba 1Tb;Lectograbadora CD/DVD;Fuente externa;-;-;3;Limpieza de software innecesario (antivirus) y activación de windows y office.;0.0000;0.0000;1000.0000;1000.0000;5 mar. 2021 00:00:00;1000.0000;True;
81;18;12 mar. 2021 00:00:00;9;-;-;Samsung J6 Plus;-;-;-;-;-;-;3;Cambio de modulo.;5200.0000;0.0000;900.0000;6100.0000;17 mar. 2021 00:00:00;900.0000;True;
82;14;13 mar. 2021 00:00:00;11;-;-;DVR y cámaras;-;-;-;-;-;-;2;Se cambiaron 4 cámaras por nuevas, se repararon conexiones a baluns, se recablearon 2 cámaras (80m.), y se cambió un balun de video. ;17100.0000;6500.0000;9000.0000;32600.0000;9 may. 2021 00:00:00;9000.0000;True;
83;11;15 mar. 2021 00:00:00;9;-;-;Samsung A30 A305g;-;-;-;-;-;-;3;Cambio de modulo.;5250.0000;0.0000;2750.0000;8000.0000;18 mar. 2021 00:00:00;2750.0000;True;
84;24;1 abr. 2021 00:00:00;3;-;-;Acer Aspire V5-431-4843;-;-;-;-;-;-;3;Se desinstaló un programa de PLC, se instaló Office 2016, se limpió software y se limpio hardware exterior.;0.0000;0.0000;700.0000;700.0000;1 abr. 2021 00:00:00;700.0000;True;
85;24;1 abr. 2021 00:00:00;3;-;-;Asus;-;-;-;-;-;-;3;Se instaló Office 2016, se limpió software y se limpio hardware exterior.;0.0000;0.0000;700.0000;700.0000;1 abr. 2021 00:00:00;700.0000;True;
86;15;16 abr. 2021 00:00:00;2;-;-;Lenovo C225;-;-;-;-;-;-;3;Se realizó un formateo sin backup. Se instaló Windows 7 ultimate x64 y programas básicos.;0.0000;0.0000;2500.0000;2500.0000;16 abr. 2021 00:00:00;2500.0000;True;
87;15;16 abr. 2021 00:00:00;3;-;-;Sony Vaio VPCEB17FL;-;-;-;-;-;-;3;Se realizó una limpieza y una optimización de software.;0.0000;0.0000;800.0000;800.0000;16 abr. 2021 00:00:00;800.0000;True;
88;20;6 may. 2021 00:00:00;3;-;-;Lenovo Ideapad 110;-;-;-;-;-;-;3;Se realizó un cambio de disco por SSD 240Gb y backup. Se instaló Windows 10 y programas básicos;0.0000;0.0000;2000.0000;2000.0000;8 may. 2021 00:00:00;2000.0000;True;
89;49;18 may. 2021 00:00:00;3;6Gb (1x2Gb + 1x4Gb);Bangho;Bangho Futura 1500 B251XHU;Intel core i3-2330M 2.20Ghz;HDD Seagate 1Tb;Lectograbadora CD/DVD;Batería;Cargador;220272;3;Formateo con backup (Win10 Pro x64). Y limpieza interna y externa. Se realizó reparación en carcaza (diagonal superior izquierda). Se compró un cargador nuevo. Se cambió cooler de microprocesador.;2400.0000;0.0000;5000.0000;7400.0000;21 may. 2021 00:00:00;5000.0000;True;
90;8;6 jul. 2021 00:00:00;3;-;-;Compaq Presario CQ40;-;-;-;-;-;-;3;Cambio de display. Limpieza de software. Actualización de Office 2007 a 2016.;14600.0000;0.0000;2400.0000;17000.0000;15 jul. 2021 00:00:00;2400.0000;True;
91;22;13 ago. 2021 00:00:00;3;-;-;HP 15-ay015la;-;-;-;-;-;-;3;Instalación de disco SSD Colorful 240 Gb. Instalación de S.O. Windows 10 Pro x64 y programas básicos.;4400.0000;0.0000;3000.0000;7400.0000;18 ago. 2021 00:00:00;3000.0000;True;
92;43;18 ago. 2021 00:00:00;6;-;-;HP F4280 ;-;-;-;-;-;-;3;Reemplazo de placa sensora de cartuchos. Remanufacturación de sistema de tracción de papel. Remanufacturación de la unidad de limpieza. Mantenimiento gral exhaustivo.;0.0000;4700.0000;1300.0000;6000.0000;27 ago. 2021 00:00:00;1300.0000;True;
93;23;9 sep. 2021 00:00:00;9;-;-;Motorola Moto G6;-;-;-;-;-;-;3;Placa mojada. Reparación interna de placa. OVP + secado y limpieza.;0.0000;4000.0000;1000.0000;5000.0000;13 sep. 2021 00:00:00;1000.0000;True;
94;25;11 sep. 2021 00:00:00;11;-;-;Cámaras;-;-;-;-;-;-;2;Se realizó una limpieza profunda, cambio de pasta térmica y ordenamiento de cableado. Se agregó un disco SSD Kingston 240GB, una memoria RAM de 8GB DDR3. Se realizó un formateo con Windows 10 pro x64 y programas básicos.;15600.0000;2765.0000;3300.0000;21665.0000;11 sep. 2021 00:00:00;3300.0000;True;
95;59;20 nov. 2021 00:00:00;1;10Gb;Asus A558M-K;Netsys;AMD A4-4000 APU 3Ghz;SSD 240GB y HDD 300GB;Lectograbadora CD/DVD;NogaNet ATX-500 P4 500W;-;-;3;Se realizó una limpieza profunda, cambio de pasta térmica y ordenamiento de cableado.  Se agregó un disco SSD Kingston 240GB, una memoria RAM de 8GB DDR3.  Se realizó un formateo con Windows 10 pro x64 y programas básicos. La lectora de CD/DVD no abre la tapa.;10250.0000;0.0000;4000.0000;14250.0000;27 nov. 2021 00:00:00;4000.0000;True;
96;15;3 nov. 2021 00:00:00;6;-;-;Epson TX135;-;-;-;-;Sistema contínuo;NBHZ170860;3;Bandeja de salida de papel rota. Reparación en el cabezal de impresión. Remanufacturación de unidad de limpieza. Reemplazo de chip de sistema contínuo. Lavado de sistema contínuo y reempazo de tintas. Remanufacturación del sistema de tracción de papel. Mantenimiento general.;0.0000;8500.0000;1500.0000;10000.0000;1 dic. 2021 00:00:00;1500.0000;True;
97;60;15 dic. 2021 00:00:00;3;3Gb DDR2;Sony;Sony Vaio VPCEB3E9E;Intel i3 M 370 2.40Ghz;Disco HDD 300Gb;Lectograbadora CD/DVD;Batería (no funciona sin cargador);Cargador;-;3;Se realizó un formateo con backup en disco externo del cliente. Se instaló Windows 7 ultimate x64 y programas básicos. Se realizó limpieza interna/externa completa y cambio de pasta térmica.;0.0000;0.0000;3000.0000;3000.0000;17 dic. 2021 00:00:00;3000.0000;True;
98;61;5 ene. 2022 00:00:00;11;-;-;1 Cámara EzViz CV310 1080p;-;-;-;-;-;-;2;Se realizó un cambio de domicilio de dicha cámara, hacia el kiosco de calle Lacroze.;0.0000;0.0000;3000.0000;3000.0000;5 ene. 2022 00:00:00;3000.0000;True;
99;61;9 ene. 2022 00:00:00;11;-;-;DVR y 1 Cámara HiLook;-;-;-;-;-;-;2;Se realizó un cambio de DVR Dahua por un HiLook, ambos de 8ch. También se cambió una cámara de 720p por una nueva HiLook 1080p. Se creó cuenta de HiLook.;8700.0000;0.0000;3000.0000;11700.0000;9 ene. 2022 00:00:00;3000.0000;True;
100;62;19 ene. 2022 00:00:00;11;-;-;1 cámara EzViz CV310 1080p;-;Micro SD 128Gb;-;-;-;-;2;Se realizó la instalación de una cámara EzViz CV310 1080p + Micro SD HikVision 128Gb.;10380.0000;0.0000;3000.0000;13380.0000;19 ene. 2022 00:00:00;3000.0000;True;
